INFO 2024-12-01 22:58:21,946 basehttp 41760 135203957769792 "GET /api/training_courses_query/?API_KEY_VER_G=t264C12bHsRLgZtu HTTP/1.1" 200 1098
INFO 2024-12-01 22:58:33,359 basehttp 41760 135203957769792 "POST /api/create_promo_from_bot/ HTTP/1.1" 201 193
INFO 2024-12-01 23:01:53,282 autoreload 41760 135204556869632 /home/sergey/vertograd_site_from_host/api/views.py changed, reloading.
INFO 2024-12-01 23:01:55,543 autoreload 42072 123359545798656 Watching for file changes with StatReloader
INFO 2024-12-01 23:03:00,757 autoreload 42176 137245300744192 Watching for file changes with StatReloader
INFO 2024-12-01 23:03:28,057 authentication 42176 137244711061056 {}
INFO 2024-12-01 23:03:28,058 authentication 42176 137244700575296 {}
INFO 2024-12-01 23:03:28,564 basehttp 42176 137244711061056 "GET /api/training_courses_query/?API_KEY_VER_G=t264C12bHsRLgZtu HTTP/1.1" 200 1098
INFO 2024-12-01 23:03:28,567 basehttp 42176 137244700575296 "GET /api/training_courses_query/?API_KEY_VER_G=t264C12bHsRLgZtu HTTP/1.1" 200 1098
INFO 2024-12-01 23:03:35,432 authentication 42176 137244700575296 {'course_pk': '65', 'sale_value': '50', 'validity_period': '2025-01-30', 'API_KEY_VER_G': 't264C12bHsRLgZtu'}
INFO 2024-12-01 23:03:35,599 basehttp 42176 137244700575296 "POST /api/create_promo_from_bot/ HTTP/1.1" 201 193
INFO 2024-12-01 23:12:57,900 autoreload 42176 137245300744192 /home/sergey/vertograd_site_from_host/api/authentication.py changed, reloading.
INFO 2024-12-01 23:13:00,579 autoreload 42762 124691294547968 Watching for file changes with StatReloader
INFO 2024-12-02 00:58:12,950 autoreload 48352 124366856806400 Watching for file changes with StatReloader
INFO 2024-12-02 00:58:23,829 basehttp 48352 124366266304064 "GET / HTTP/1.1" 200 43867
WARNING 2024-12-02 00:58:24,306 basehttp 48352 124366266304064 "GET /static/blog/css/ajax-loader.gif HTTP/1.1" 404 1831
INFO 2024-12-02 00:58:53,079 autoreload 48438 127656092790784 Watching for file changes with StatReloader
INFO 2024-12-02 00:59:05,322 authentication 48438 127655638730304 <rest_framework.request.Request: GET '/api/education_platform_get_report/?API_KEY_VER_G=t264C12bHsRLgZtu'>
INFO 2024-12-02 00:59:05,617 basehttp 48438 127655638730304 "GET /api/education_platform_get_report/?API_KEY_VER_G=t264C12bHsRLgZtu HTTP/1.1" 200 181
INFO 2024-12-02 00:59:19,715 authentication 48438 127655638730304 <rest_framework.request.Request: POST '/api/check_promo_from_bot/'>
WARNING 2024-12-02 00:59:19,792 log 48438 127655638730304 Not Found: /api/check_promo_from_bot/
WARNING 2024-12-02 00:59:19,792 basehttp 48438 127655638730304 "POST /api/check_promo_from_bot/ HTTP/1.1" 404 46
INFO 2024-12-02 00:59:26,484 authentication 48438 127655638730304 <rest_framework.request.Request: GET '/api/training_courses_query/?API_KEY_VER_G=t264C12bHsRLgZtu'>
INFO 2024-12-02 00:59:26,566 basehttp 48438 127655638730304 "GET /api/training_courses_query/?API_KEY_VER_G=t264C12bHsRLgZtu HTTP/1.1" 200 1098
INFO 2024-12-02 00:59:33,600 authentication 48438 127655638730304 <rest_framework.request.Request: POST '/api/create_promo_from_bot/'>
INFO 2024-12-02 00:59:33,724 basehttp 48438 127655638730304 "POST /api/create_promo_from_bot/ HTTP/1.1" 201 160
INFO 2024-12-02 01:31:08,801 autoreload 50263 138303180275712 Watching for file changes with StatReloader
INFO 2024-12-02 01:31:21,469 basehttp 50263 138302724245056 "GET / HTTP/1.1" 200 43867
WARNING 2024-12-02 01:31:22,108 basehttp 50263 138302724245056 "GET /static/blog/css/ajax-loader.gif HTTP/1.1" 404 1831
INFO 2024-12-02 01:31:24,055 basehttp 50263 138302724245056 "GET /blog/ HTTP/1.1" 200 46874
INFO 2024-12-02 01:31:24,494 basehttp 50263 138302724245056 "GET /media/blog/images/2024/07/12/1_r87gaSu.jpg HTTP/1.1" 200 93074
INFO 2024-12-02 01:31:24,497 basehttp 50263 138302575347264 "GET /media/blog/images/2024/07/12/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B02_FMmDp7X.jpg HTTP/1.1" 200 140339
INFO 2024-12-02 01:31:24,546 basehttp 50263 138302564861504 "GET /media/blog/images/2024/07/12/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B02_cxlzNoo.jpg HTTP/1.1" 200 140339
INFO 2024-12-02 01:31:26,495 basehttp 50263 138302564861504 "GET /blog/post/testovaya-statya-9/ HTTP/1.1" 200 44924
INFO 2024-12-02 01:31:26,819 basehttp 50263 138302575347264 "GET /media/blog/images/2024/07/12/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B03.jpg HTTP/1.1" 200 308753
INFO 2024-12-02 01:31:26,831 basehttp 50263 138302564861504 "GET /media/blog/images/2024/07/12/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B02_NDH9J0k.jpg HTTP/1.1" 200 140339
INFO 2024-12-02 01:31:31,384 basehttp 50263 138302564861504 "POST /comments/add_new_comment_for_article/12/ HTTP/1.1" 200 370
INFO 2024-12-02 01:31:31,651 basehttp 50263 138302564861504 "GET /__debug__/history_sidebar/?store_id=50005c4830f84905b90a457eda9310bc HTTP/1.1" 200 14307
INFO 2024-12-02 01:32:25,397 autoreload 50431 132162653396992 Watching for file changes with StatReloader
INFO 2024-12-02 01:33:15,004 autoreload 50431 132162653396992 /home/sergey/vertograd_site_from_host/api/authentication.py changed, reloading.
INFO 2024-12-02 01:33:16,839 autoreload 50494 134367488081920 Watching for file changes with StatReloader
INFO 2024-12-02 01:33:19,798 autoreload 50513 139584977989632 Watching for file changes with StatReloader
INFO 2024-12-02 01:34:00,959 autoreload 50602 123922115055616 Watching for file changes with StatReloader
INFO 2024-12-02 01:34:23,057 authentication 50602 123921523279424 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/'>
WARNING 2024-12-02 01:34:23,208 log 50602 123921523279424 Forbidden: /api/delete_comment_for_article/
WARNING 2024-12-02 01:34:23,208 basehttp 50602 123921523279424 "DELETE /api/delete_comment_for_article/ HTTP/1.1" 403 28
INFO 2024-12-02 01:35:33,197 authentication 50602 123921523279424 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336'>
WARNING 2024-12-02 01:35:33,812 log 50602 123921523279424 Bad Request: /api/delete_comment_for_article/
WARNING 2024-12-02 01:35:33,815 basehttp 50602 123921523279424 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336 HTTP/1.1" 400 39
INFO 2024-12-02 01:37:37,497 authentication 50602 123921523279424 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336'>
WARNING 2024-12-02 01:37:38,932 log 50602 123921523279424 Bad Request: /api/delete_comment_for_article/
WARNING 2024-12-02 01:37:38,934 basehttp 50602 123921523279424 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336 HTTP/1.1" 400 39
INFO 2024-12-02 01:38:28,150 autoreload 50602 123922115055616 /home/sergey/vertograd_site_from_host/api/views.py changed, reloading.
INFO 2024-12-02 01:38:30,588 autoreload 50776 138436417888256 Watching for file changes with StatReloader
INFO 2024-12-02 01:38:38,836 autoreload 50848 136442121375744 Watching for file changes with StatReloader
INFO 2024-12-02 01:38:43,003 authentication 50848 136441667520064 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336'>
INFO 2024-12-02 01:38:43,312 basehttp 50848 136441667520064 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=336 HTTP/1.1" 200 64
INFO 2024-12-02 01:39:47,856 basehttp 50848 136441667520064 "GET / HTTP/1.1" 200 43867
WARNING 2024-12-02 01:39:48,526 basehttp 50848 136441667520064 "GET /static/blog/css/ajax-loader.gif HTTP/1.1" 404 1831
INFO 2024-12-02 01:39:50,427 basehttp 50848 136441512330816 "GET /blog/ HTTP/1.1" 200 46875
INFO 2024-12-02 01:39:54,824 basehttp 50848 136441512330816 "GET /blog/post/testovaya-statya-9/ HTTP/1.1" 200 44923
INFO 2024-12-02 01:40:01,521 basehttp 50848 136441512330816 "GET /blog/post/testovaya-statya-2/ HTTP/1.1" 200 38461
INFO 2024-12-02 01:40:06,178 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 370
INFO 2024-12-02 01:40:06,394 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=f4abc269e66e47be9bfc7182f9f63728 HTTP/1.1" 200 14306
INFO 2024-12-02 01:40:38,528 basehttp 50848 136441512330816 "GET /blog/post/testovaya-statya-2/ HTTP/1.1" 200 40728
INFO 2024-12-02 01:40:42,603 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 420
INFO 2024-12-02 01:40:42,819 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=556e906f9a3d42a0877df0ab93e57dc1 HTTP/1.1" 200 14302
INFO 2024-12-02 01:40:57,211 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 420
INFO 2024-12-02 01:40:57,427 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=8f5bec5e82f949a9bf4475c7d0fb7b4c HTTP/1.1" 200 14302
INFO 2024-12-02 01:41:05,248 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 420
INFO 2024-12-02 01:41:05,465 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=3ad66576fb4d48ee9000864bacd0e2c0 HTTP/1.1" 200 14302
INFO 2024-12-02 01:41:16,175 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 370
INFO 2024-12-02 01:41:16,393 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=816b836251d646bcadcbfa85c108ba4e HTTP/1.1" 200 14306
INFO 2024-12-02 01:41:20,081 authentication 50848 136441667520064 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=338'>
INFO 2024-12-02 01:41:20,181 basehttp 50848 136441667520064 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=338 HTTP/1.1" 200 64
INFO 2024-12-02 01:41:24,997 basehttp 50848 136441512330816 "GET /blog/post/testovaya-statya-2/ HTTP/1.1" 200 40727
INFO 2024-12-02 01:43:40,901 basehttp 50848 136441512330816 "POST /comments/add_new_comment_for_article/5/ HTTP/1.1" 200 370
INFO 2024-12-02 01:43:41,124 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=d34c52f7537f4f2c8dca22284ce67be9 HTTP/1.1" 200 14306
INFO 2024-12-02 01:43:57,533 authentication 50848 136441667520064 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=339'>
INFO 2024-12-02 01:43:57,601 basehttp 50848 136441667520064 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=339 HTTP/1.1" 200 64
INFO 2024-12-02 01:46:03,956 authentication 50848 136441667520064 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=339'>
WARNING 2024-12-02 01:46:04,171 log 50848 136441667520064 Not Found: /api/delete_comment_for_article/
WARNING 2024-12-02 01:46:04,173 basehttp 50848 136441667520064 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=339 HTTP/1.1" 404 29
INFO 2024-12-02 01:46:16,462 basehttp 50848 136441512330816 "GET /blog/post/testovaya-statya-2/ HTTP/1.1" 200 40804
INFO 2024-12-02 01:46:22,200 basehttp 50848 136441512330816 "POST /comments/add_answer_for_comment/5/337/ HTTP/1.1" 200 278
INFO 2024-12-02 01:46:22,418 basehttp 50848 136441512330816 "GET /__debug__/history_sidebar/?store_id=6af0a5de342c4d53b69b4831d890cbe4 HTTP/1.1" 200 14299
INFO 2024-12-02 01:46:28,713 authentication 50848 136441667520064 <rest_framework.request.Request: DELETE '/api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=340'>
INFO 2024-12-02 01:46:28,774 basehttp 50848 136441667520064 "DELETE /api/delete_comment_for_article/?API_KEY_VER_G=t264C12bHsRLgZtu&comment_id=340 HTTP/1.1" 200 64
